D:\AI &ML\IMG\center_2019_12_30_10_56_26_628.jpg,D:\AI &ML\IMG\left_2019_12_30_10_56_26_628.jpg,D:\AI &ML\IMG\right_2019_12_30_10_56_26_628.jpg,0,0,0,1.436903E-05
D:\AI &ML\IMG\center_2019_12_30_10_56_26_719.jpg,D:\AI &ML\IMG\left_2019_12_30_10_56_26_719.jpg,D:\AI &ML\IMG\right_2019_12_30_10_56_26_719.jpg,0,0,0,6.46864E-06
D:\AI &ML\IMG\center_2019_12_30_10_56_26_826.jpg,D:\AI &ML\IMG\left_2019_12_30_10_56_26_826.jpg,D:\AI &ML\IMG\right_2019_12_30_10_56_26_826.jpg,0,0,0,4.58865E-06
D:\AI &ML\IMG\center_2019_12_30_10_56_26_892.jpg,D:\AI &ML\IMG\left_2019_12_30_10_56_26_892.jpg,D:\AI &ML\IMG\right_2019_12_30_10_56_26_892.jpg,0,0,0,2.075656E-06
D:\AI &ML\IMG\center_2019_12_30_10_56_26_994.jpg,D:\AI &ML\IMG\left_2019_12_30_10_56_26_994.jpg,D:\AI &ML\IMG\right_2019_12_30_10_56_26_994.jpg,0,0,0,1.409062E-06
D:\AI &ML\IMG\center_2019_12_30_10_56_27_084.jpg,D:\AI &ML\IMG\left_2019_12_30_10_56_27_084.jpg,D:\AI &ML\IMG\right_2019_12_30_10_56_27_084.jpg,0,0,0,3.765859E-06
D:\AI &ML\IMG\center_2019_12_30_10_56_27_167.jpg,D:\AI &ML\IMG\left_2019_12_30_10_56_27_167.jpg,D:\AI &ML\IMG\right_2019_12_30_10_56_27_167.jpg,0,0,0,8.659916E-06
D:\AI &ML\IMG\center_2019_12_30_10_56_27_272.jpg,D:\AI &ML\IMG\left_2019_12_30_10_56_27_272.jpg,D:\AI &ML\IMG\right_2019_12_30_10_56_27_272.jpg,0,0,0,2.237669E-06
D:\AI &ML\IMG\center_2019_12_30_10_56_27_350.jpg,D:\AI &ML\IMG\left_2019_12_30_10_56_27_350.jpg,D:\AI &ML\IMG\right_2019_12_30_10_56_27_350.jpg,0,0,0,2.645647E-06
D:\AI &ML\IMG\center_2019_12_30_10_56_27_440.jpg,D:\AI &ML\IMG\left_2019_12_30_10_56_27_440.jpg,D:\AI &ML\IMG\right_2019_12_30_10_56_27_440.jpg,0,0,0,8.820246E-06
D:\AI &ML\IMG\center_2019_12_30_10_56_27_530.jpg,D:\AI &ML\IMG\left_2019_12_30_10_56_27_530.jpg,D:\AI &ML\IMG\right_2019_12_30_10_56_27_530.jpg,0,0,0,1.310905E-05
D:\AI &ML\IMG\center_2019_12_30_10_56_27_625.jpg,D:\AI &ML\IMG\left_2019_12_30_10_56_27_625.jpg,D:\AI &ML\IMG\right_2019_12_30_10_56_27_625.jpg,0,0,0,1.837116E-06
D:\AI &ML\IMG\center_2019_12_30_10_56_27_717.jpg,D:\AI &ML\IMG\left_2019_12_30_10_56_27_717.jpg,D:\AI &ML\IMG\right_2019_12_30_10_56_27_717.jpg,0,0,0,1.510695E-05
D:\AI &ML\IMG\center_2019_12_30_10_56_27_814.jpg,D:\AI &ML\IMG\left_2019_12_30_10_56_27_814.jpg,D:\AI &ML\IMG\right_2019_12_30_10_56_27_814.jpg,0,0,0,1.98972E-05
D:\AI &ML\IMG\center_2019_12_30_10_56_27_900.jpg,D:\AI &ML\IMG\left_2019_12_30_10_56_27_900.jpg,D:\AI &ML\IMG\right_2019_12_30_10_56_27_900.jpg,0,0,0,4.2156E-07
D:\AI &ML\IMG\center_2019_12_30_10_56_28_002.jpg,D:\AI &ML\IMG\left_2019_12_30_10_56_28_002.jpg,D:\AI &ML\IMG\right_2019_12_30_10_56_28_002.jpg,0,0,0,1.098386E-05
D:\AI &ML\IMG\center_2019_12_30_10_56_28_103.jpg,D:\AI &ML\IMG\left_2019_12_30_10_56_28_103.jpg,D:\AI &ML\IMG\right_2019_12_30_10_56_28_103.jpg,0,0,0,2.67108E-06
D:\AI &ML\IMG\center_2019_12_30_10_56_28_197.jpg,D:\AI &ML\IMG\left_2019_12_30_10_56_28_197.jpg,D:\AI &ML\IMG\right_2019_12_30_10_56_28_197.jpg,0,0,0,6.166899E-06
D:\AI &ML\IMG\center_2019_12_30_10_56_28_293.jpg,D:\AI &ML\IMG\left_2019_12_30_10_56_28_293.jpg,D:\AI &ML\IMG\right_2019_12_30_10_56_28_293.jpg,0,0,0,1.410794E-05
D:\AI &ML\IMG\center_2019_12_30_10_56_28_389.jpg,D:\AI &ML\IMG\left_2019_12_30_10_56_28_389.jpg,D:\AI &ML\IMG\right_2019_12_30_10_56_28_389.jpg,0,0,0,7.75523E-06
D:\AI &ML\IMG\center_2019_12_30_10_56_28_478.jpg,D:\AI &ML\IMG\left_2019_12_30_10_56_28_478.jpg,D:\AI &ML\IMG\right_2019_12_30_10_56_28_478.jpg,0,0,0,4.269352E-07
D:\AI &ML\IMG\center_2019_12_30_10_56_28_574.jpg,D:\AI &ML\IMG\left_2019_12_30_10_56_28_574.jpg,D:\AI &ML\IMG\right_2019_12_30_10_56_28_574.jpg,0,0,0,1.117529E-05
D:\AI &ML\IMG\center_2019_12_30_10_56_28_672.jpg,D:\AI &ML\IMG\left_2019_12_30_10_56_28_672.jpg,D:\AI &ML\IMG\right_2019_12_30_10_56_28_672.jpg,0,0,0,1.48659E-05
D:\AI &ML\IMG\center_2019_12_30_10_56_28_761.jpg,D:\AI &ML\IMG\left_2019_12_30_10_56_28_761.jpg,D:\AI &ML\IMG\right_2019_12_30_10_56_28_761.jpg,0,0,0,1.03129E-05
D:\AI &ML\IMG\center_2019_12_30_10_56_28_862.jpg,D:\AI &ML\IMG\left_2019_12_30_10_56_28_862.jpg,D:\AI &ML\IMG\right_2019_12_30_10_56_28_862.jpg,0,0.282669,0,0.3100016
D:\AI &ML\IMG\center_2019_12_30_10_56_28_975.jpg,D:\AI &ML\IMG\left_2019_12_30_10_56_28_975.jpg,D:\AI &ML\IMG\right_2019_12_30_10_56_28_975.jpg,0,0.6372026,0,1.23497
D:\AI &ML\IMG\center_2019_12_30_10_56_29_152.jpg,D:\AI &ML\IMG\left_2019_12_30_10_56_29_152.jpg,D:\AI &ML\IMG\right_2019_12_30_10_56_29_152.jpg,0,0.5084755,0,2.384299
D:\AI &ML\IMG\center_2019_12_30_10_56_29_209.jpg,D:\AI &ML\IMG\left_2019_12_30_10_56_29_209.jpg,D:\AI &ML\IMG\right_2019_12_30_10_56_29_209.jpg,0,0.2787871,0,2.631684
D:\AI &ML\IMG\center_2019_12_30_10_56_29_313.jpg,D:\AI &ML\IMG\left_2019_12_30_10_56_29_313.jpg,D:\AI &ML\IMG\right_2019_12_30_10_56_29_313.jpg,0,0,0,2.622341
D:\AI &ML\IMG\center_2019_12_30_10_56_29_389.jpg,D:\AI &ML\IMG\left_2019_12_30_10_56_29_389.jpg,D:\AI &ML\IMG\right_2019_12_30_10_56_29_389.jpg,-0.2,0,0,2.597466
D:\AI &ML\IMG\center_2019_12_30_10_56_29_488.jpg,D:\AI &ML\IMG\left_2019_12_30_10_56_29_488.jpg,D:\AI &ML\IMG\right_2019_12_30_10_56_29_488.jpg,-0.45,0,0,2.558358
D:\AI &ML\IMG\center_2019_12_30_10_56_29_580.jpg,D:\AI &ML\IMG\left_2019_12_30_10_56_29_580.jpg,D:\AI &ML\IMG\right_2019_12_30_10_56_29_580.jpg,0,0,0,2.526795
D:\AI &ML\IMG\center_2019_12_30_10_56_29_667.jpg,D:\AI &ML\IMG\left_2019_12_30_10_56_29_667.jpg,D:\AI &ML\IMG\right_2019_12_30_10_56_29_667.jpg,0,0,0,2.501399
D:\AI &ML\IMG\center_2019_12_30_10_56_29_765.jpg,D:\AI &ML\IMG\left_2019_12_30_10_56_29_765.jpg,D:\AI &ML\IMG\right_2019_12_30_10_56_29_765.jpg,0,0,0,2.476306
D:\AI &ML\IMG\center_2019_12_30_10_56_29_854.jpg,D:\AI &ML\IMG\left_2019_12_30_10_56_29_854.jpg,D:\AI &ML\IMG\right_2019_12_30_10_56_29_854.jpg,0,0,0,2.456414
D:\AI &ML\IMG\center_2019_12_30_10_56_29_949.jpg,D:\AI &ML\IMG\left_2019_12_30_10_56_29_949.jpg,D:\AI &ML\IMG\right_2019_12_30_10_56_29_949.jpg,0,0,0,2.431771
D:\AI &ML\IMG\center_2019_12_30_10_56_30_051.jpg,D:\AI &ML\IMG\left_2019_12_30_10_56_30_051.jpg,D:\AI &ML\IMG\right_2019_12_30_10_56_30_051.jpg,0,0,0,2.407377
D:\AI &ML\IMG\center_2019_12_30_10_56_30_134.jpg,D:\AI &ML\IMG\left_2019_12_30_10_56_30_134.jpg,D:\AI &ML\IMG\right_2019_12_30_10_56_30_134.jpg,-0.2,0,0,2.384526
D:\AI &ML\IMG\center_2019_12_30_10_56_30_219.jpg,D:\AI &ML\IMG\left_2019_12_30_10_56_30_219.jpg,D:\AI &ML\IMG\right_2019_12_30_10_56_30_219.jpg,-0.4,0,0,2.35643
D:\AI &ML\IMG\center_2019_12_30_10_56_30_313.jpg,D:\AI &ML\IMG\left_2019_12_30_10_56_30_313.jpg,D:\AI &ML\IMG\right_2019_12_30_10_56_30_313.jpg,0,0,0,2.324913
D:\AI &ML\IMG\center_2019_12_30_10_56_30_403.jpg,D:\AI &ML\IMG\left_2019_12_30_10_56_30_403.jpg,D:\AI &ML\IMG\right_2019_12_30_10_56_30_403.jpg,0,0,0,2.301583
D:\AI &ML\IMG\center_2019_12_30_10_56_30_488.jpg,D:\AI &ML\IMG\left_2019_12_30_10_56_30_488.jpg,D:\AI &ML\IMG\right_2019_12_30_10_56_30_488.jpg,0,0.2579934,0,2.515417
D:\AI &ML\IMG\center_2019_12_30_10_56_30_587.jpg,D:\AI &ML\IMG\left_2019_12_30_10_56_30_587.jpg,D:\AI &ML\IMG\right_2019_12_30_10_56_30_587.jpg,0,0.5506464,0,3.154735
D:\AI &ML\IMG\center_2019_12_30_10_56_30_672.jpg,D:\AI &ML\IMG\left_2019_12_30_10_56_30_672.jpg,D:\AI &ML\IMG\right_2019_12_30_10_56_30_672.jpg,0,0.8089796,0,3.912864
D:\AI &ML\IMG\center_2019_12_30_10_56_30_764.jpg,D:\AI &ML\IMG\left_2019_12_30_10_56_30_764.jpg,D:\AI &ML\IMG\right_2019_12_30_10_56_30_764.jpg,0,1,0,5.070299
D:\AI &ML\IMG\center_2019_12_30_10_56_30_864.jpg,D:\AI &ML\IMG\left_2019_12_30_10_56_30_864.jpg,D:\AI &ML\IMG\right_2019_12_30_10_56_30_864.jpg,0,1,0,6.225688
D:\AI &ML\IMG\center_2019_12_30_10_56_30_964.jpg,D:\AI &ML\IMG\left_2019_12_30_10_56_30_964.jpg,D:\AI &ML\IMG\right_2019_12_30_10_56_30_964.jpg,0,1,0,7.369879
D:\AI &ML\IMG\center_2019_12_30_10_56_31_054.jpg,D:\AI &ML\IMG\left_2019_12_30_10_56_31_054.jpg,D:\AI &ML\IMG\right_2019_12_30_10_56_31_054.jpg,-0.2,1,0,8.267632
D:\AI &ML\IMG\center_2019_12_30_10_56_31_157.jpg,D:\AI &ML\IMG\left_2019_12_30_10_56_31_157.jpg,D:\AI &ML\IMG\right_2019_12_30_10_56_31_157.jpg,0,1,0,9.389458
